heart_rate_bpm,hrv_rmssd,body_temperature,stress_cortisol,body_posture,tail_position,ear_position,vocalization_type,time_of_day,human_proximity_meters,other_dogs_nearby,age_years,sex,sterilization_status,aggression_level,hr_stress_indicator,night_risk,close_human_stress,pack_isolation,young_male_risk,behavioral_composite,temp_deviation
173.98161905884655,15.901221446120582,39.292106656450564,19.71055703587156,3,0,3,4,1,30.015358984861624,1,2.893253549324417,1,0,3,1.0468425771629006,0,0,0,1,2.5,0.4921066564505665
103.40038923111692,21.021007777326027,38.3169441975549,18.669699204937274,3,0,1,0,1,49.521895010417964,0,7.074990333968371,1,0,1,0.2164751674249049,0,0,1,0,1.0,0.4830558024450937
135.9538437323261,27.108497217471744,39.00884795774017,8.116990753257678,3,2,4,1,0,14.224649461990293,1,6.89616366268926,1,0,2,0.5994569850861895,0,0,0,0,2.5,0.20884795774017562
162.6450026764313,24.433730000772478,39.02435574735181,18.89655699904726,2,2,4,4,1,39.08943144155429,1,1.823960240041312,1,0,3,0.913470619722721,0,0,0,1,3.0,0.22435574735181518
76.6196922670497,22.198515638868948,38.60011122187204,13.999362737151177,1,1,4,3,0,44.49302995351437,5,7.080956469727853,0,0,1,-0.09859185568176823,0,0,0,0,2.25,0.19988877812795636
126.36434260360663,14.733608345306319,39.140601787386146,6.818974555842449,4,1,3,2,0,36.82854098820823,2,5.4658400757992345,1,0,2,0.4866393247483133,0,0,0,0,2.5,0.34060178738614866
124.49148472125684,26.62530308788257,38.33719961943565,10.44968381313008,1,3,4,2,1,41.690641808908225,1,6.076311922187058,0,0,1,0.46460570260302164,0,0,0,0,2.5,0.4628003805643459
164.14767265119534,25.763900193753614,39.516772203568486,7.7568895072843915,2,1,1,4,1,37.8080922855007,2,6.800911270559141,1,0,2,0.9311490900140628,0,0,0,0,2.0,0.7167722035684889
135.6068165221181,28.09808817227077,38.767807669012534,12.742661727940202,4,4,2,3,2,41.02988934617614,1,0.9921960843050971,0,0,2,0.5953743120249188,0,0,0,0,3.25,0.032192330987463436
163.51289510078738,27.246446055630873,38.9399967055179,9.397277407864562,0,0,3,1,3,36.69786831519744,5,7.010407418992196,1,0,2,0.9236811188327927,3,0,0,0,1.0,0.1399967055179019
158.54698850619914,18.57789322292117,39.42820443411271,8.297211172219647,0,3,3,3,2,31.497905920755063,0,6.28191383483039,1,0,2,0.8652586883082252,0,0,1,0,2.25,0.6282044341127104
90.91146140113163,32.56361064338707,39.607191859810925,17.541130816435295,3,0,2,2,2,49.22539466644375,1,2.9444409796405617,1,1,1,0.06954660471919567,0,0,0,0,1.75,0.8071918598109278
82.72166336431134,31.83066414631465,38.77882269163307,9.164660307181006,1,1,1,1,1,16.659834758077597,1,5.768487279080779,1,1,0,-0.02680396041986659,0,0,0,0,1.0,0.021177308366929992
180.0,37.73199974058096,39.82563099889929,12.017746152559555,0,3,1,2,3,47.393847900236416,4,5.097081311492045,0,1,2,1.1176470588235294,3,0,0,0,1.5,1.0256309988992953
102.46913016212292,39.95310724829357,39.538181883478245,10.931714412967054,3,1,2,2,3,37.3418137469503,2,5.118065164566821,0,1,2,0.20551917837791675,3,0,0,0,2.0,0.7381818834782479
152.9098829225379,24.590399334716995,39.10761051844272,10.877379674022993,3,1,1,3,0,42.38914195494294,4,1.8064500243369024,0,1,1,0.7989397990886811,0,0,0,0,2.0,0.307610518442722
143.38738622326167,12.740024361841222,39.2903189587809,11.768602730235365,1,4,4,4,0,36.78909460955641,0,2.0799664175424994,0,0,2,0.6869104261560197,0,0,1,0,3.25,0.4903189587809038
153.73209835623064,19.23656007476923,39.55604676498817,4.752022611822993,2,1,2,1,1,32.780100653756676,1,4.845611745076256,1,0,1,0.8086129218380075,0,0,0,0,1.5,0.7560467649881701
180.0,28.003962851435723,39.46738013378118,13.261666742434095,3,2,4,3,3,18.282912021854155,2,4.909132783327902,1,1,3,1.1176470588235294,3,0,0,0,3.0,0.6673801337811796
109.55375961932656,32.84567568481619,39.23155667139102,10.479032826834496,2,1,3,3,0,46.726813367631294,2,0.7950765550138224,0,0,1,0.28886776022737126,0,0,0,0,2.25,0.4315566713910215
126.62527208073575,33.79425842147553,38.80734492042634,12.36218498499659,2,0,3,0,1,13.137672974057377,3,1.6712288359413046,1,1,1,0.4897090833027736,0,0,0,0,1.25,0.007344920426341162
119.67486191584096,29.058489291624294,39.14460596977027,18.35175574372888,3,2,1,1,1,30.44521917318177,4,4.828889275338111,1,0,2,0.4079395519510702,0,0,0,0,1.75,0.3446059697702708
153.65164238760926,40.7005760193601,39.60683805003466,2.6326013608276764,1,2,2,1,2,31.69533304229264,2,2.7265195592021056,0,0,1,0.8076663810306971,0,0,0,0,1.5,0.8068380500346635
131.13686216640178,10.0,38.58549031871818,17.518819883705817,1,3,2,2,1,5.891457921413206,1,6.853755210294307,1,0,2,0.5427866137223739,0,0,0,0,2.0,0.21450968128181813
125.70556290135767,32.17344081866689,38.42315382936708,7.489390257213278,3,1,0,2,0,14.60120864711518,2,1.260656213369124,0,0,1,0.47888897531009017,0,0,0,0,1.5,0.37684617063291626
180.0,27.026770561508776,39.44036021222206,16.327757916923034,1,0,4,1,3,4.8084286480891025,3,1.8892133491055725,1,1,2,1.1176470588235294,3,1,0,0,1.5,0.6403602122220633
93.28429416704618,28.86530715070705,39.84507758113602,5.81217763776401,2,3,1,0,2,33.543720014927786,0,2.561045266611021,0,1,1,0.0974622843181904,0,0,1,0,1.5,1.0450775811360202
108.46639869905536,19.16978674382199,39.960220235431656,20.0,0,2,3,2,0,19.849846797322975,3,5.053205270665856,1,0,2,0.276075278812416,0,0,0,0,1.75,1.1602202354316589
85.0860928383751,33.78204770355577,39.90527588740236,10.966939640778158,3,2,4,1,2,20.358801744929643,1,2.4867158542755003,0,1,1,0.0010128569220599355,0,0,0,0,2.5,1.1052758874023638
167.36895103269546,13.592448627098628,39.516123724656936,10.317986887520144,0,3,0,3,0,49.776284289860726,2,0.8925415683988123,1,0,2,0.9690464827375936,0,0,0,1,1.5,0.7161237246569385
180.0,25.218329501554443,38.99234907438457,15.062692224507604,3,3,1,4,3,38.54569033703117,2,7.806234714710117,1,1,3,1.1176470588235294,3,0,0,0,2.75,0.19234907438457327
104.63009869583475,31.507982343001952,39.376674300715614,12.64510108176813,3,0,4,2,1,26.02613167097664,4,3.4773613780571258,0,1,1,0.23094233759805585,0,0,0,0,2.25,0.5766743007156165
60.70829814580523,20.194983358406628,39.01870363012089,8.538247221473897,4,1,3,0,0,43.16971687249482,4,5.30729058008999,0,0,1,-0.28578472769640906,0,0,0,0,2.0,0.218703630120892
111.0611477428182,19.02558403749053,38.759691424901064,5.928028222972026,4,2,1,1,1,14.248754875588427,1,4.95718062921331,0,0,1,0.30660173815080244,0,0,0,0,2.0,0.040308575098933375
180.0,21.089310251202946,40.0,6.892125305639285,4,3,3,4,2,4.194175809685545,2,2.7301628617762916,0,0,3,1.1176470588235294,0,1,0,0,3.5,1.2000000000000028
124.24493221719672,23.01830524020166,38.27120141527506,10.055679745746978,4,0,4,4,2,18.704087868425837,4,7.1495316143035,1,0,2,0.46170508490819673,0,0,0,0,3.0,0.5287985847249388
151.82094616738542,17.863922793707992,39.64224271893591,20.0,4,3,4,1,3,13.667954261266345,1,2.493883524907351,0,0,3,0.7861287784398284,3,0,0,0,3.0,0.8422427189359141
126.09350049860564,22.82408620680327,39.32489503970933,4.647905074870497,3,0,4,4,1,2.4021042736350875,5,3.7820234304154394,0,0,2,0.48345294704241926,0,1,0,0,2.75,0.5248950397093353
128.71342538501094,18.6270975577455,39.02512015462791,10.1900175677768,3,0,0,0,2,47.14461178882305,2,3.964602025032168,1,0,1,0.5142755927648346,0,0,0,0,0.75,0.22512015462791624
137.33125304226607,29.32948282395806,39.07500453516816,10.761624953242276,2,1,0,1,2,2.576585559865995,4,6.3097533547834095,0,1,1,0.6156618004972478,0,1,0,0,1.0,0.2750045351681649
180.0,12.04105802706999,39.286829616956275,16.79152143146354,4,4,3,2,3,6.514318126895444,2,5.097046868708941,1,0,4,1.1176470588235294,3,0,0,0,3.25,0.48682961695627824
119.07877221941993,23.52814771770586,38.55827408380066,16.51808391537102,2,2,4,3,2,5.047608941647213,2,5.959603825480574,1,0,2,0.4009267319931757,0,0,0,0,2.75,0.2417259161993357
139.04848826989559,16.399180309961974,38.6095524807631,12.613480001089004,2,2,1,0,2,49.59459259179349,0,0.5699871487031998,0,1,1,0.6358645678811246,0,0,1,0,1.25,0.19044751923689773
127.0168455195448,24.976338416277738,38.705285986794706,19.592034786428183,2,1,4,4,1,37.60250148120997,5,6.79972985211637,1,1,2,0.49431582964170356,0,0,0,0,2.75,0.09471401320529083
180.0,23.393694343582318,39.015080137724205,9.02540104854043,2,0,2,4,3,11.659218395452847,1,4.325822843741189,0,0,2,1.1176470588235294,3,0,0,0,2.0,0.21508013772420753
120.79651124729308,34.1385228470445,39.305466262780776,8.009616579796129,0,0,3,3,1,18.885389092715766,0,1.4178256799388347,0,0,1,0.42113542643874213,0,0,1,0,1.5,0.5054662627807787
105.37317088296821,29.43837817200183,39.289081075923434,2.636906889309032,4,2,1,2,0,9.631574530115149,1,3.37874713949783,0,1,1,0.23968436332903778,0,0,0,0,2.25,0.48908107592343697
164.35817476842152,15.960332281743701,40.0,20.0,0,3,3,3,3,7.1072586345892175,0,6.519824823467828,1,1,3,0.9336255855108414,3,0,1,0,2.25,1.2000000000000028
180.0,12.863467581952834,39.59268582891633,13.59920954915107,3,2,3,1,3,14.148132728229836,3,2.620592671840715,1,0,4,1.1176470588235294,3,0,0,1,2.25,0.7926858289163334
118.50276566158475,11.32699111687928,39.175238638459255,18.904190612496333,1,4,0,2,3,28.228325081361177,1,0.6636754758161713,1,0,3,0.3941501842539382,3,0,0,1,1.75,0.3752386384592583
92.57472940988612,33.703778411781435,39.19453248147326,10.421586448820118,4,1,0,1,0,11.756770045138257,3,5.628155791827819,0,0,1,0.08911446364571902,0,0,0,0,1.5,0.3945324814732629
156.926679561174,25.09146529355847,39.682385575222554,7.236868123822956,2,4,0,1,3,39.8024909602163,3,1.3395194526614773,0,0,2,0.846196230131459,3,0,0,0,1.75,0.8823855752225569
153.15983866606837,17.33131300160053,38.93673577306481,11.052706025314942,3,3,0,3,3,40.01803731710425,2,3.077473944568273,1,0,3,0.801880454894922,3,0,0,0,2.25,0.13673577306481377
180.0,15.09464265334444,39.38566416378885,14.496399453226477,3,0,4,3,3,28.112099500495468,1,7.2271844781765076,1,0,3,1.1176470588235294,3,0,0,0,2.5,0.5856641637888558
123.9367285345259,12.730900725249077,39.28728353798368,10.570801388136749,2,4,3,4,0,36.396684627355846,4,7.9131199205905745,0,1,2,0.4580791592297164,0,0,0,0,3.25,0.48728353798368573
121.11090056433261,25.05031653615648,39.14011008091117,12.827305350604046,2,3,1,0,3,16.04600935214023,3,7.910491749895805,1,1,2,0.424834124286266,3,0,0,0,1.5,0.3401100809111739
101.59454957231337,28.76536830719607,39.312816758178165,5.799451494608817,3,3,0,2,2,42.26499765713285,1,4.829372980764598,0,1,1,0.19522999496839258,0,0,0,0,2.0,0.5128167581781682
166.59524618583353,19.78274175708133,39.65109938725809,10.023999731707757,3,4,2,2,3,46.94608851319989,4,0.7489201592181967,0,0,3,0.9599440727745121,3,0,0,0,2.75,0.8510993872580954
147.90190582511747,21.797222620115985,38.959671082587114,14.358649808088186,4,4,3,0,1,45.58312300137381,2,2.600279971628671,1,1,2,0.7400224214719702,0,0,0,0,2.75,0.15967108258711704
167.1324530864037,24.6193666581044,39.324045366040544,15.085986101421765,4,3,4,2,2,45.19330226200337,4,2.749393336302385,1,0,3,0.9662641539576906,0,0,0,1,3.25,0.5240453660405464
166.49987750435267,17.091286529638726,39.72305074465547,14.386693349052305,3,4,4,2,0,1.7445269347249999,1,7.014136297402166,1,1,3,0.958822088286502,0,1,0,0,3.25,0.9230507446554697
141.41813201366182,10.11796879710794,39.18838219420917,9.37739168782255,0,1,0,4,0,48.55292722050176,1,1.4877007885402889,1,0,2,0.663742729572492,0,0,0,1,1.25,0.3883821942091714
78.03021617315984,30.030683344975778,38.78331414743358,10.367218405609806,0,1,2,0,2,10.20683678055045,2,7.78649518175788,0,0,0,-0.08199745678635478,0,0,0,0,0.75,0.01668585256641819
113.00731743113722,13.233146924009896,38.697436422078255,4.832792881158483,4,4,4,3,2,24.930555726835873,2,3.0891735710126906,0,0,2,0.32949785213102617,0,0,0,0,3.75,0.10256357792174242
125.5864020789919,32.423809576229054,39.225722293043205,20.0,0,0,3,1,2,2.5076575084617305,3,0.5157788238191257,1,0,2,0.4774870832822576,0,1,0,1,1.0,0.42572229304320786
106.21023599618819,32.47447485300796,39.06315532420801,14.756813269270703,4,2,1,0,1,25.356603693118352,1,5.348375675934553,0,0,1,0.24953218819044928,0,0,0,0,1.75,0.26315532420801446
128.12544188642963,21.494757598421295,38.73298118893093,9.71016499297108,0,4,1,3,0,11.194542568078516,2,3.495265612960182,0,0,1,0.5073581398403485,0,0,0,0,2.0,0.06701881106906882
177.16756019008602,19.65749437412556,38.48636860412429,5.629173205322182,3,4,0,0,3,1.1093302992957417,1,6.195132693144598,0,0,3,1.0843242375304238,3,1,0,0,1.75,0.31363139587571
112.72938171797604,31.478702120555965,39.52049503490863,9.693007981692489,0,3,0,4,1,30.00144768808235,0,0.5503279272804497,0,0,1,0.32622802021148284,0,0,1,0,1.75,0.7204950349086303
86.19370453146688,20.821658529033076,38.53117143283656,12.35250955240172,4,4,2,3,1,6.937365234301365,2,2.849046958026305,0,0,2,0.01404358272313974,0,0,0,0,3.25,0.26882856716343895
110.86955118870006,27.789056258549778,39.46271277394852,14.251049630405333,0,3,4,2,3,35.596179352208075,1,6.789119111771211,0,0,2,0.3043476610435301,3,0,0,0,2.25,0.6627127739485204
171.07659578293678,32.54530959071128,39.71187632927297,20.0,4,3,4,2,0,39.7298089021645,2,6.009334423410599,1,0,3,1.0126658327404328,0,0,0,0,3.25,0.911876329272971
133.6423935707262,10.767762115523343,39.92405090360709,12.935105907048039,2,0,2,2,2,25.888669599286278,0,0.7584594456875,1,0,2,0.5722634537732494,0,0,1,1,1.5,1.1240509036070918
121.22785181526906,19.86647012618782,38.858088137570505,8.461014818566685,4,4,4,1,2,29.77463459141316,3,3.919844568199527,1,1,2,0.42621002135610664,0,0,0,0,3.25,0.05808813757050757
175.26932668933463,22.37253364566697,40.0,20.0,4,4,4,3,3,40.3196417801355,1,1.508263470560914,1,0,4,1.0619920786980546,3,0,0,1,3.75,1.2000000000000028
94.15175916737381,26.43508087016293,38.8850666580767,2.8535384258707057,0,1,1,3,1,20.673380036105325,1,1.164535354772593,0,1,1,0.10766775491028013,0,0,0,0,1.25,0.08506665807670544
94.74760225680211,25.030745590795583,39.18049704070948,13.186665546320173,4,2,4,2,2,40.27239579319579,3,2.7146787053595745,1,1,2,0.11467767360943659,0,0,0,0,3.0,0.38049704070948565
138.26588064201712,36.28039883827291,39.399379677107355,18.224246243064574,4,2,1,3,1,4.052902408212395,2,3.8701230652973155,1,1,2,0.6266574193178485,0,1,0,0,2.5,0.5993796771073576
162.56573709268,26.918762438063013,38.73803260884195,9.706861821540283,2,0,0,2,0,0.5066673037220233,1,0.9074902611717788,1,0,2,0.912538083443294,0,1,0,1,1.0,0.06196739115804917
135.38439213121953,16.749851990380048,39.99951378549103,19.274750282601186,1,4,4,2,1,19.177243671178047,1,7.18904108608051,0,0,2,0.5927575544849356,0,0,0,0,2.75,1.1995137854910354
90.58085926981329,17.27302124359618,39.250081147179415,5.226921680261055,3,0,4,1,0,2.8852076134681632,3,1.2902369168814236,0,0,2,0.06565716788015634,0,1,0,0,2.0,0.45008114717941794
147.6461655183795,20.012700949673636,39.19807261637629,14.257791195317074,3,3,4,3,0,39.91390948036129,1,7.023223825112831,1,1,2,0.7370137119809351,0,0,0,0,3.25,0.39807261637628955
83.44658634135666,10.0,38.542305681726255,11.567568038860182,0,3,3,4,1,26.035164184260243,2,3.2583949081711467,0,1,1,-0.01827545480756866,0,0,0,0,2.5,0.25769431827374234
131.11912121363122,17.967925092527786,39.28198267586369,17.681438220230287,1,3,0,3,0,26.304154358879877,1,2.838978934376624,1,0,2,0.5425778966309555,0,0,0,1,1.75,0.4819826758636907
128.79695559043444,27.147492920327394,38.9244965468399,20.0,3,1,3,1,2,15.494328577243035,0,6.352820926782353,1,0,2,0.5152583010639346,0,0,1,0,2.0,0.12449654683990019
142.08575448760527,27.428688685588128,39.46248592825022,18.18492235601715,3,3,0,0,3,31.176861285937914,3,6.326960077454191,0,0,2,0.6715971116188856,3,0,0,0,1.5,0.66248592825022
139.65659771307753,10.0,39.716946528802204,20.0,4,3,4,2,1,15.44487665383634,6,2.22688190532886,1,0,4,0.6430187966244415,0,0,0,1,3.25,0.9169465288022067
136.02894349684226,33.249731636683634,38.572621797516796,8.123249266073959,0,2,2,4,3,32.008663014291045,3,3.4389372230680917,1,1,2,0.600340511727556,3,0,0,0,2.0,0.22737820248320162
141.57561945450283,18.58915963435461,39.07150502735489,10.628055420888256,2,4,2,0,2,48.0283053440729,5,2.2402987167582946,0,0,1,0.6655955229941509,0,0,0,0,2.0,0.2715050273548911
175.0077758470835,11.602927026300488,39.49210584406281,20.0,4,3,4,3,3,4.9907242606290865,0,4.345401858594711,0,0,4,1.0589150099656883,3,1,1,0,3.5,0.6921058440628158
151.13632102886004,11.843380045850136,39.031936094642724,10.893816782731959,1,4,4,3,0,11.632065732387668,3,7.672400700406457,1,1,2,0.7780743650454122,0,0,0,0,3.0,0.2319360946427267
123.78019221171391,26.995317854607432,39.42951572163628,12.37174688837495,0,4,3,4,0,18.535534802197486,2,4.953518606072116,1,0,2,0.45623755543192834,0,0,0,0,2.75,0.629515721636281
85.1409923165254,27.28427572762394,39.22829550013917,4.215598339809237,0,2,2,0,1,36.60256730735582,3,2.779568841912705,0,1,0,0.0016587331355929244,0,0,0,0,1.0,0.4282955001391713
125.9423150576383,16.97733939094957,39.5918208555263,12.089325668772998,3,0,2,4,2,27.45259947564132,1,4.929783754959783,0,0,1,0.48167429479574464,0,0,0,0,2.25,0.7918208555263035
